id,path_actual,path_predicted,lat0,lng0
3384374053,1,0,42.35801593,-71.06880397
3429405023,1,0,42.3512376,-71.073068
3365761050,1,0,42.34913786,-71.07732273
3382724424,1,1,42.34154071,-71.06906024
3489145191,1,0,42.3496344,-71.074691
3389957849,1,0,42.35015433,-71.0770739
3381610337,1,0,42.34983173,-71.07474557
3381820673,1,0,42.3563674,-71.0594644
3423472267,1,0,42.3376599,-71.07532138
3387740085,1,0,42.35043504,-71.07606593
3382460488,1,0,42.35243759,-71.06260012
3365109049,1,0,42.3523605,-71.0723363
3390154011,1,0,42.34966956,-71.07713529
3424496042,1,0,42.3612481,-71.0653205
3384499381,1,0,42.35928808,-71.06793688
3401361175,1,0,42.35266373,-71.0746604
3401079737,1,0,42.34064847,-71.08185987
3384649341,1,0,42.35372695,-71.07146076
3429418021,1,0,42.3512376,-71.073068
3381905553,1,0,42.34391876,-71.06605473
3381680987,1,0,42.35341412,-71.06253627
3442087636,1,0,42.3578583,-71.0703388
3441172753,1,0,42.3559539,-71.06004517
3384530807,1,0,42.35817556,-71.06743341
3441852288,1,0,42.3367129,-71.0771654
3382352500,1,0,42.35014463,-71.07496545
3365761334,1,0,42.34791718,-71.07875405
3365907878,1,0,42.35224067,-71.07280091
3400980179,1,0,42.36122863,-71.06528083
3429414885,1,0,42.3512376,-71.073068
3364973751,1,0,42.34827284,-71.07840398
3365931536,1,0,42.35254478,-71.07163951
3342643942,1,0,42.35034262,-71.07640713
3381906283,1,0,42.34254505,-71.06737688
3471277043,1,0,42.3512376,-71.073068
3403988807,1,0,42.3579436,-71.0518468
3381732285,1,0,42.35243759,-71.06260012
3401817262,1,0,42.3643179,-71.0539177
3421658426,1,1,42.3592353,-71.0593896
3401213749,1,0,42.3480929,-71.0881182
3384688423,1,0,42.35447584,-71.06862017
3423371169,1,0,42.338937,-71.0701555
3468663147,1,0,42.3528627,-71.073843
3441187919,1,0,42.35240033,-71.06259375
3404606342,1,0,42.3511435,-71.0730195
3381731971,1,0,42.3509132,-71.06302879
3382524574,1,0,42.35667587,-71.05916769
3446050000,1,0,42.3484952,-71.0765392
3441144103,1,0,42.35240033,-71.06259375
3364819565,1,0,42.34967248,-71.0789349
3381881225,1,0,42.35387521,-71.06221263
3390850472,1,0,42.35043504,-71.07606593
3364822679,1,0,42.35010061,-71.07734566
3364822163,1,0,42.34896945,-71.07679906
3384326495,1,0,42.36133667,-71.06354903
3430123746,1,0,42.3500943,-71.0773313
3385552000,1,0,42.35508227,-71.06092013
3401871104,1,0,42.36457155,-71.06976767
3440932245,1,0,42.3532401,-71.0625394
3420621683,1,0,42.36822,-71.0566469
3404132765,1,0,42.34841059,-71.07407268
3384669419,1,0,42.35250863,-71.06767685
3424233474,1,0,42.353221,-71.054551
3404583332,1,0,42.3512376,-71.073068
3450538223,1,0,42.35075658,-71.08305107
3385344392,1,0,42.36030694,-71.06780973
3384737859,1,0,42.33973478,-71.07241485
3420542327,1,0,42.35007576,-71.07001171
3401755446,0,0,0.0,0.0
3365836864,0,0,42.36487088,-71.10285993
3388622786,0,0,42.34867303,-71.07912337
3471872686,0,0,42.3432912,-71.1026167
3451218558,0,0,0.0,0.0
3421678452,0,0,42.3581721,-71.0623935
3441188627,0,0,42.3459906,-71.1068376
3402062738,0,0,0.0,0.0
3451197616,0,0,42.3499893,-71.0754961
3441797310,0,0,42.35987185,-71.05719967
3424162592,0,0,42.3784604,-71.0625108
3441420537,0,0,0.0,0.0
3471097209,0,0,42.350008,-71.0765558
3420869869,0,0,42.3581721,-71.0623935
3441039095,0,0,42.3733705,-71.1189594
3385242048,0,0,42.35706513,-71.06781749
3420851479,0,0,42.3581721,-71.0623935
3489172291,0,0,42.3494163,-71.0788284
3381610165,0,0,42.3499185,-71.07454038
3384727609,0,1,42.35539488,-71.06246025
3384529647,0,0,42.35950043,-71.06593923
3440954427,0,0,0.0,0.0
3445821056,0,0,42.350008,-71.0765558
3404536996,0,0,42.375208,-71.144974
3401817862,0,0,42.34242,-71.0722775
3423702105,0,0,42.4037342,-71.1145014
3404671142,0,0,42.3657551,-71.0535321
3385463390,0,0,42.3549544,-71.0654886
3424064024,0,0,42.3651001,-71.0567338
3441421389,0,0,0.0,0.0
3442172934,0,0,0.0,0.0
3423425531,0,0,42.3600327,-71.0978469
3404718268,0,0,42.3581353,-71.0950313
3384373855,0,0,42.35838167,-71.06890538
3441421561,0,0,0.0,0.0
3420739039,0,0,42.3581721,-71.0623935
3423509575,0,0,42.3771315,-71.0401195
3404520842,0,0,42.3574758,-71.0617214
3445885792,0,0,0.0,0.0
3421567000,0,0,42.360003,-71.0628474
3401784504,0,0,0.0,0.0
3423425383,0,0,42.3421328,-71.0629492
3441958214,0,0,42.33623894,-71.14854159
3442072218,0,0,42.4217245,-71.1264126
3424450728,0,0,0.0,0.0
3420774967,0,0,42.360003,-71.0628474
3385418828,0,0,42.3549544,-71.0654886
3441920850,0,0,0.0,0.0
3404537860,0,0,42.3574758,-71.0617214
3384386607,0,0,42.35866653,-71.06897239
3423567641,0,0,42.3500289,-71.0703479
3442111722,0,0,0.0,0.0
3442072616,0,0,42.350008,-71.0765558
3384649881,0,0,42.3541614,-71.0704078
3401033961,0,0,42.34603725,-71.06146315
3445836844,0,0,42.350641,-71.076347
3420698531,0,0,42.3628741,-71.0900971
3401360705,0,0,42.3656132,-71.0095602
3471179007,0,0,42.3432912,-71.1026167
3407190311,0,0,42.3494163,-71.0788284
3390165183,0,0,42.34948064,-71.07685377
3404670936,0,0,42.3657551,-71.0535321
3403938331,0,0,42.3581353,-71.0950313
3410460886,0,0,0.0,0.0
3421607972,0,0,42.359627,-71.0582889
3426750745,0,0,42.3493407,-71.0751261
3426780469,0,0,0.0,0.0
3441209355,0,0,0.0,0.0
3385483792,0,0,42.3549544,-71.0654886
3403859895,0,0,42.3657551,-71.0535321
3427637310,0,0,42.349848,-71.075101
3441464241,0,0,42.3513845,-71.0554112
3381609499,0,0,42.35004312,-71.07415203
3442266434,0,0,0.0,0.0
3424360346,0,0,42.3499494,-71.0706442
3423303469,0,0,0.0,0.0
3382698718,0,0,42.35547174,-71.05810396
3424451530,0,0,42.4318221,-71.1560361
3424339968,0,0,42.3336766,-71.1033285
3421565690,0,0,0.0,0.0
3420799861,0,0,42.3581721,-71.0623935
3471151347,0,0,42.3432912,-71.1026167
3489062199,0,0,42.3432912,-71.1026167
3407231033,0,0,42.349653,-71.0779348
3441129087,0,0,0.0,0.0
3442111860,0,0,42.3514337,-71.0680546
3401214703,0,0,42.3495263,-71.0722125
3409508227,0,0,0.0,0.0
3404718090,0,0,42.3581353,-71.0950313
3420798185,0,0,42.360003,-71.0628474
3385344076,0,0,42.3601989,-71.0659742
3488909311,0,0,42.3432912,-71.1026167
3403961375,0,0,0.0,0.0
3401359693,0,0,0.0,0.0
3424478352,0,0,42.3421328,-71.0629492
3421378748,0,0,42.3657551,-71.0535321
3445144231,0,0,42.3509525,-71.0715658
3426794699,0,0,42.3493414,-71.077958
3423531197,0,0,0.0,0.0
3381964413,0,0,42.3494469,-71.07249294
3410315132,0,0,0.0,0.0
3403860421,0,0,42.3657551,-71.0535321
3404671598,0,0,42.3657551,-71.0535321
3384604785,0,0,42.3549544,-71.0654886
3441372435,0,0,0.0,0.0
3371512206,0,0,42.34996503,-71.07597304
3404048857,0,0,42.3554962,-71.0565191
